,category,headline,date
302,CRIME,2 Florida Men Accused Of Stealing Enormous Power Pole After Irma,2017-09-14
303,CRIME,"1 Dead, 3 Injured After Student Opens Fire At Washington State High School",2017-09-13
304,CRIME,Martin Shkreli Jailed Over Hillary Clinton Post,2017-09-13
305,CRIME,Equifax Clarifies Policy After Outcry Over Consumers' Legal Rights Following Hack,2017-09-09
306,CRIME,"Realtor Who Vanished During Harvey Found Dead, Ex-Husband Arrested",2017-09-09
307,CRIME,Pregnant Employee Allegedly Kicked During Brawl At Texas Popeyes,2017-09-08
308,CRIME,Car Slams Into 3 People On Massachusetts Sidewalk (GRAPHIC VIDEO),2017-09-05
309,CRIME,Idaho Police Department Thanks 'Heroic' Nurse For Standing Up To Utah Cop,2017-09-04
310,CRIME,Aspiring Pastor Accused Of Murdering Wife Blames It On Cough Syrup,2017-09-04
311,CRIME,What Legal Recourse Do You Have As A Victim Of Binary Options Fraud?,2017-09-03
312,CRIME,Officer Who Arrested Utah Nurse In Viral Video Is Now Under Criminal Investigation,2017-09-02
313,CRIME,30 Detainees Suspected Of Using Underground Tunnel To Illegally Enter U.S.,2017-08-27
314,CRIME,Probe Launched After Fatal Police Shooting Of Woman Who Threatened Suicide,2017-08-27
315,CRIME,Teen Who Streamed Sister's Death Says She Wanted To Pay For Funeral,2017-08-25
316,CRIME,"'Disgruntled Employee' Shoots 1 Dead, Takes Hostages In Charleston",2017-08-24
317,CRIME,Mom Accused Of Murdering Daughter She Placed For Adoption,2017-08-24
318,CRIME,"Car Thief Busted After Braking To Watch Eclipse, Buy Eye Mask: Sheriff",2017-08-22
319,CRIME,Man Who Shot Judge Is Father Of Steubenville Football Player Convicted In 2012 Rape Case,2017-08-21
320,CRIME,Texas Babysitter Coerced 4-Year-Old Boy To Perform Sex Acts On Her: Police,2017-08-20
321,CRIME,2 Florida Officers Killed In One Of Several Shootings Of US Law Enforcement,2017-08-19
322,CRIME,Charles Manson Gets A New Mug Shot,2017-08-18
323,CRIME,Police Stood By As Mayhem Mounted in Charlottesville,2017-08-13
324,CRIME,"Heather Heyer 'Murdered While Protesting Against Hate' In Charlottesville, Friends Say",2017-08-13
325,CRIME,2 Killed When Police Helicopter Crashes While Responding To Charlottesville Riot,2017-08-12
326,CRIME,"'Beautiful Moment Ripped Away' As Car Plows Into Anti-Racist Group In Charlottesville, 1 Dead",2017-08-12
327,CRIME,Woman Survives 7-Story Plunge From Parking Garage In BMW,2017-08-11
328,CRIME,Girl Hospitalized After Getting Boiling Water Poured On Face At Sleepover,2017-08-10
329,CRIME,Man Arrested After Woman Seen Knocked In Path Of London Bus: Police,2017-08-10
330,CRIME,Toronto Father Shocked By Racist Message On His SUV: 'Go Back To China',2017-08-10
331,CRIME,Weekend Sailing Trip Leaves 3 Texas Boy Scouts Dead,2017-08-07
332,CRIME,Two Baltimore Murders Break 72-Hour Ceasefire,2017-08-06
333,CRIME,Airline Passenger Helps Nab Alleged Child Molesters After Seeing Texts,2017-08-06
334,CRIME,Minnesota Governor Calls Mosque Bombing An Act Of Terrorism,2017-08-05
335,CRIME,Mother Of 3 Fatally Shoots Gang Member Inside Her Home: 'It Was Either Him Or Me',2017-08-05
336,CRIME,"Amanda Knox Says Woman Who Told Boyfriend To Kill Himself Needs Sympathy, Not Prison",2017-08-04
337,CRIME,8-Year-Old Girl Dies After Drinking Boiling Water On Dare,2017-08-04
338,CRIME,"Video Shows Texas Police Officer Being Struck By A Car, Flung Into The Air",2017-08-03
339,CRIME,Cops Say Florida Man Set Pregnant Ex-Girlfriend On Fire In Front Of Her 2 Young Kids,2017-07-31
340,CRIME,Baltimore Prosecutor Throws Out 34 Cases After Officer Caught Allegedly Planting Drugs,2017-07-30
341,CRIME,Indiana Officer Fatally Shot By Man In Overturned Car He Was Trying To Save,2017-07-29
342,CRIME,Teen Driver Accused Of Livestreaming Crash That Killed Younger Sister,2017-07-24
343,CRIME,Video Shows 'Heroic' Starbucks Customer Taking Down Armed Robber With Metal Chair,2017-07-24
344,CRIME,Father Of Colorado Teen Dylan Redwine Arrested For His Son's 2012 Death,2017-07-23
345,CRIME,10 People Dead In 'Human Trafficking' Case In Texas Parking Lot,2017-07-23
346,CRIME,9-Year-Old And Anti-Violence Activist Fatally Shot During Deadly Weekend In Chicago,2017-07-16
347,CRIME,Man Confronts N.J. Officer Searching Van Apparently Without Permission,2017-07-16
348,CRIME,What Don Diva Magazine Means To The Incarcerated,2017-07-16
349,CRIME,"At Least 3 Dead, Several Injured In 7-Alarm Fire At Honolulu High-Rise",2017-07-15
350,CRIME,Amsterdam Airbnb Host Accused Of Pushing South African Down Stairs Is Arrested,2017-07-14
351,CRIME,Second Person In Custody In Connection With Killing Of 4 In Pennsylvania,2017-07-14
352,CRIME,Child's Casket Containing Human Organs Found On Pennsylvania Sidewalk,2017-07-05
353,CRIME,Colorado Man Allegedly Shoots Son Dead After Mistaking Him For Intruder,2017-07-04
354,CRIME,Here's How Quickly Your 4th Of July Bonfire Could Go Badly Wrong,2017-07-04
355,CRIME,10 Injured As Taxi Hits Pedestrians Near Boston Airport: Police,2017-07-03
356,CRIME,California Boy's Body Found After His Dad Is Extradited To Face Murder Charges,2017-07-03
357,CRIME,Florida Man Accidentally Shoots Himself In Penis After Sitting On Gun,2017-07-03
358,CRIME,Pennsylvania Man Charged With Murdering Teen In 'Savage' Road Rage Incident,2017-07-02
359,CRIME,Dozens Injured In Mass Shooting At Arkansas Nightclub,2017-07-01
360,CRIME,Tracy Sin-Yee Tam Identified As Doctor Gunned Down By Former Employee At Bronx Hospital,2017-07-01
361,CRIME,"5 Years After Miller v. Alabama, Looking To The States For Justice",2017-06-29
362,CRIME,Man Cited For Driving Motorcycle Through Crowd Of Trumpcare Protesters,2017-06-25
363,CRIME,Dad Of Missing 5-Year-Old California Boy Arrested On Suspicion Of Murder,2017-06-24
364,CRIME,America’s Incarceration Crisis: Are We ‘Doomed To Repeat The Same Failed Policies’?,2017-06-24
365,CRIME,Ex-Vanderbilt Football Player Found Guilty In Gang Rape Of Unconscious Student,2017-06-24
366,CRIME,84 Great Danes Rescued In New Hampshire In 'Worst' Squalor,2017-06-18
367,CRIME,Alabama Executes Inmate First Sentenced To Death 34 Years Earlier,2017-06-17
368,CRIME,"U.S. Department Of Education Increases Fines For Violating Jeanne Clery Act Campus Safety Law To $54,789",2017-06-13
369,CRIME,Trucker's Scarily Close Call Shows Just Why Stop Signs Must Be Obeyed,2017-06-10
370,CRIME,5 Key Takeaways From Week 1 Of The Bill Cosby Trial,2017-06-10
371,CRIME,Toddlers Die After 'Intentionally' Left In Car By Teenage Mom: Sheriff,2017-06-10
372,CRIME,Our Message Against Anti-Muslim Hate On San Bernardino's Hallowed Ground,2017-06-10
373,CRIME,"Subway Worker Remains Totally Chill, Tells Robber To 'Get A Job'",2017-06-10
374,CRIME,An Open Letter To The American Correctional Association Regarding The Plymouth County Correctional Facility,2017-06-04
375,CRIME,Finance Worker Allegedly Said He Fatally Stabbed His Small Pet Dog In Self-Defense,2017-06-04
376,CRIME,Key Witnesses In A California Jailhouse Snitch Scandal Refuse to Testify,2017-06-03
377,CRIME,This Law Lets Abused Animals Get Their Own Advocates In Court,2017-06-03
378,CRIME,Kentucky Governor's Crime Plan: Volunteer 'Prayer Patrols' Roaming The Streets,2017-06-02
379,CRIME,Cops Catch Man They Say Stole Wedding Ring From Portland Stabbing Victim,2017-06-02
380,CRIME,Hours Of Bodycam Footage From Orlando Pulse Nightclub Shooting Released,2017-06-01
381,CRIME,Four Things Mayor Ted Wheeler Can Do Today To Make Portland Less Racist,2017-06-01
382,CRIME,Missing Louisiana Teen's Sister: 'She Is Our Heart And We Want Her Home',2017-05-30
383,CRIME,Poodle 'In Good Health' After Found Locked Inside Discarded Suitcase,2017-05-30
384,CRIME,Teen Targeted In Portland Hate Attack Thanks Men Who Died Defending Her,2017-05-29
385,CRIME,Suspect In Custody After Killing Spree Leaves 8 Dead In Mississippi,2017-05-28
386,CRIME,The Killings Of Two Good Samaritans In Portland Can Only Be Called Domestic Terrorism,2017-05-27
387,CRIME,Portland Hate Killer Ranted About Stabbings And Muslims On Facebook Amid Rising U.S. Hate Crime,2017-05-27
388,CRIME,2 Men Stabbed To Death Standing Up To Muslim Hate In Portland,2017-05-27
389,CRIME,2 Pennsylvania Drug Counselors Die Of Opioid Overdoses,2017-05-25
390,CRIME,"Woman Maced 3 Wendy's Employees For Serving Stale Fries, Police Say",2017-05-24
391,CRIME,Former Neo-Nazi Tells Cops He Killed 2 Friends Who 'Disrespected' His New Islamic Faith,2017-05-22
392,CRIME,Sing Sing Prisoners Redefine 'Paying A Debt To Society',2017-05-21
393,CRIME,Man Arrested After Attempting To Breach Cockpit During Flight To Honolulu,2017-05-20
394,CRIME,Attackers Sentenced To 3 Years In Prison For Hate Crime Against Sikh Man,2017-05-19
395,CRIME,Cops Could Soon Use 'Phone Breathalyzers' To Catch Texting Drivers,2017-05-17
396,CRIME,Designer Carolina Herrera's Nephew Killed In Kidnapping,2017-05-14
397,CRIME,K9 Officer Kasper Stable After Taking Bullet For Partner During Shootout,2017-05-13
398,CRIME,Engineer In Deadly 2015 Amtrak Crash Charged With Manslaughter,2017-05-13
399,CRIME,U.S. Customs Officers Allegedly Assaulted Coworkers In 'Rape Table' Ritual,2017-05-13
400,CRIME,Suicide Suspected In Death Of Army Vet Charged With Executing Her Dog On Video,2017-05-09
401,CRIME,San Diego Police Fatally Shoot 15-Year-Old Who Was Holding A BB Gun,2017-05-07
402,CRIME,Cops Find Doctors Slain Inside Boston Penthouse After Shootout With Suspect,2017-05-07
403,CRIME,Fraternity And Members Face Hundreds Of Charges In Timothy Piazza Hazing Death,2017-05-06
404,CRIME,Uber Faces Criminal Probe Over Software Used To Evade Authorities,2017-05-05
405,CRIME,New Yorker Accused Of Hate Crime In Attack On Asian Man While Yelling 'White Power',2017-05-04
406,CRIME,'Active Shooter' At Texas' North Lake College Dies In Apparent Murder-Suicide,2017-05-03
407,CRIME,"3 Dead, More Than A Dozen Injured After Car Speeds Through Massachusetts Auto Auction",2017-05-03
408,CRIME,"Missing U.S. Marine Vet, Canadian Girlfriend Found Strangled In Belize: Reports",2017-05-03
409,CRIME,Synthetic Pot Use Poses A Big Problem For Bureau Of Prisons,2017-05-03
410,CRIME,Passengers Brawl TWICE On All Nippon Airways Jet Bound For Los Angeles,2017-05-02
411,CRIME,"Wrong-Way Driver Crashes Into Tanker, Igniting Massive Fireball",2017-05-01
412,CRIME,"1 Dead, 7 Injured In Shooting At San Diego-Area Swimming Pool",2017-05-01
413,CRIME,"1 Dead, 3 Hurt In Stabbing On UT Austin Campus",2017-05-01
414,CRIME,"At Least 10 Dead, More Injured, After Tornadoes, Floods And Storms Sweep Midwestern And Southern U.S.",2017-04-30
415,CRIME,Deadly Tornadoes Rip Through Texas As Floods Threaten Midwest,2017-04-30
416,CRIME,"Texas Cop Accused Of Staging His Own Death, May Be In Mexico",2017-04-29
417,CRIME,Survivalist Sentenced To Death For Murder Of Pennsylvania State Trooper,2017-04-27
418,CRIME,Watch Hero Cop's Narrow Rescue Of Man Jumping From 6th Floor,2017-04-27
419,CRIME,Up To 60 Robbers Storm BART Train In Flash Mob Hold-Up,2017-04-25
420,CRIME,Arkansas Plans To Execute 2 Convicted Killers On Monday,2017-04-24
421,CRIME,Hero Firefighter Rescues 4-Year-Old Girl After She Falls From A Moving Bus,2017-04-24
422,CRIME,Man Allegedly Lights Stranger On Fire At Denny's,2017-04-21
423,CRIME,Arkansas Court Allows Execution Drug Hours Ahead Of Lethal Injection,2017-04-21
424,CRIME,Rape Victims In U.S. Made To Pay Part Of The Medical Bill,2017-04-21
425,CRIME,City Council Candidate Accused Of Sending 'Obscene' Messages To Lawmaker's Wife,2017-04-20
426,CRIME,Mom Wants Justice For Boy Who Killed Himself After Social Media Hoax,2017-04-19
427,CRIME,"Despite Rulings, Arkansas Governor And AG Vow To Pursue Executions",2017-04-18
428,CRIME,"California Man Charged In Security Guard Slaying Kills 3 More Before Capture, Cops Say",2017-04-18
429,CRIME,Drunk Man Allegedly Punches Sikh Cab Driver In New York And Steals His Turban,2017-04-18
430,CRIME,Etan Patz's Killer Sentenced To At Least 25 Years In Prison,2017-04-18
431,CRIME,"Woman Thrown Onto Subway Tracks After Being Groped By Stranger, Police Say",2017-04-17
432,CRIME,Shark Kills Teen Surfing With Family Off Western Australia's Coast,2017-04-17
433,CRIME,"Blackhawk Army Helicopter Crashes On Golf Course, Injuring Two People",2017-04-17
434,CRIME,New United Airlines Policy Scraps Last-Minute Boarding for Crew Members,2017-04-16
435,CRIME,DNA Swab Nabs Suspect In Vanessa Marcotte's Killing,2017-04-16
436,CRIME,Cleveland Police Search For Suspect In Facebook Video Killing,2017-04-16
437,CRIME,Rotating Restaurant Crushes Young Boy To Death,2017-04-15
438,CRIME,Decades Of Sexual Abuse At Elite Connecticut School Documented In Report,2017-04-14
439,CRIME,Wisconsin Man Accused Of Sending Manifesto To Trump Arrested After Manhunt,2017-04-14
440,CRIME,These Are The 7 Men Scheduled To Be Executed In Arkansas This Month,2017-04-13
441,CRIME,Terrifying Video Shows 2 Bullets Narrowly Missing 4-Year-Old Girl's Head,2017-04-13
442,CRIME,Passenger Disarms Knife Attacker On London Bus In Dramatic Struggle,2017-04-13
443,CRIME,Bungling Bicycle-Riding Robbery Suspect Is Foiled By Wet Weather,2017-04-12
444,CRIME,Cops Hunt Accused Gun Thief Who Sent Anti-Government Manifesto To Trump,2017-04-11
445,CRIME,Charleston Church Shooter Dylann Roof Pleads Guilty To State Murder Charges,2017-04-10
446,CRIME,Sheriff Wants To Make It Hard For Heroin Dealers To Sleep At Night In Bizarre Video,2017-04-10
447,CRIME,Hacker Blamed For Setting Off 156 Dallas Emergency Sirens,2017-04-09
448,CRIME,Second Victim Dies After Shooting At Florida Gym,2017-04-09
449,CRIME,Escort Who Gave Google Exec Fatal Heroin Shot To Be Deported To Canada,2017-04-08
450,CRIME,Indian Cops Arrest Alleged Kingpin Behind U.S. Tax Scam,2017-04-08
451,CRIME,Woman Accused Of Choking Teen Who Blocked View Of Disney Fireworks,2017-04-07
452,CRIME,"His Son-In-Law Was Killed. Exactly 24 Years Later, He Confessed: Cops",2017-04-07
453,CRIME,"Jeweler Ordered To Pay $34,500 For Trashing Rival In Fake Yelp Review",2017-04-06
454,CRIME,Man Arrested After Shooting At Fiancee's Attempted Abductors,2017-04-05
455,CRIME,Girl Reports Escaping Kidnapper By Jumping From Truck Onto Highway,2017-04-05
456,CRIME,New Jersey Teen Admits He Plotted To Kill Pope Francis During U.S. Visit,2017-04-04
457,CRIME,"Cops Foot $55,000 Bill For Cell Phone They Gave To Burglar",2017-04-04
458,CRIME,Man Charged With Killing Showering Intruder,2017-04-04
459,CRIME,College Student Dies After Choking During Pancake-Eating Contest,2017-04-03
460,CRIME,"Mob Attacks Teen Asylum-Seeker In London, Leading To Multiple Arrests",2017-04-03
461,CRIME,Police Arrest 14-Year-Old In Sexual Assault Streamed On Facebook Live,2017-04-02
462,CRIME,Homeowner Arrested For Murder After Shooting Intruder In Shower: Sheriff,2017-04-02
463,CRIME,"Carbon Monoxide Leak At Hotel Pool Leaves 1 Teen Dead, 12 People Hospitalized",2017-04-02
464,CRIME,Louisiana Deputy Gets 40 Years In Prison For Killing Boy,2017-03-31
465,CRIME,Portion Of Atlanta Highway Collapses After Fire,2017-03-31
466,CRIME,"Mother Watches As Her Sons, 2 Others Gunned Down In Chicago Restaurant",2017-03-31
467,CRIME,Video Shows Officer Casually Ignoring Gunshot Call: 'Oh Well. Oh Well.',2017-03-30
468,CRIME,A Serial Killer Dubbed The 'Angel of Death' Dies After Prison Beating,2017-03-30
469,CRIME,Someone Abandoned 2 Sick Foals In A Field And Left Them To Die,2017-03-29
470,CRIME,Police Thwart Plot To Steal Enzo Ferrari’s Remains From His Tomb,2017-03-29
471,CRIME,Police Arrest Man Suspected Of Vandalizing Colorado Mosque,2017-03-28
472,CRIME,"Fake Target Employee Stole $40,000 In Merchandise, Police Say",2017-03-28
473,CRIME,2 Miami Police Officers Shot In Ambush-Style Attack,2017-03-28
474,CRIME,Oklahoma Man Fatally Shoots 3 Alleged Teen Home Intruders,2017-03-28
475,CRIME,Police Thwart 'Attack Much Like Columbine' After Man Reads Daughter's Journal,2017-03-28
476,CRIME,Ex-Prosecutor Accused Of Wiretapping Married Cop She Wanted To Romance,2017-03-27
477,CRIME,"Firefighters Battle Major Building Fire In Oakland, Calif.",2017-03-27
478,CRIME,Shooting Inside Packed Cincinnati Nightclub Kills One Person And Wounds 15,2017-03-26
479,CRIME,Man Sentenced To 5 Years In Prison For Taping Dog's Mouth Shut,2017-03-26
480,CRIME,Shotgun-Wielding Mom Scares Off Would-Be Intruder Banging Down Her Door,2017-03-24
481,CRIME,Fire Consumes North Dakota Church Owned By White Supremacist,2017-03-23
482,CRIME,Book Burning Sparked Florida Wildfire That Destroyed 10 Homes: Officials,2017-03-23
483,CRIME,Cops Hunt Teacher Accused Of Abducting Student,2017-03-20
484,CRIME,Driver Detained At White House After Alleged Car Bomb Threat,2017-03-19
485,CRIME,San Diego Debuts Mouth Swabs To Help Detect Drivers With Pot In Their System,2017-03-19
486,CRIME,Dramatic Surveillance Video Shows Kidnapped Woman Escape Car Trunk,2017-03-17
487,CRIME,Oklahoma Senator Who Endorsed Trump Faces Child Prostitution Charges,2017-03-16
488,CRIME,Somebody Donated A Cooler Filled With Weed To Goodwill,2017-03-16
489,CRIME,New Mexico Library Accuses Couple Of Urinating On Qurans,2017-03-16
490,CRIME,"City Seizes Family Dog Of 10 Years, Alleging He May Be Part Wolf (UPDATE)",2017-03-15
491,CRIME,Aspiring Cop Allegedly Admits To Sexual Assault During Job Interview,2017-03-15
492,CRIME,Cruise Ship Comes Within Feet Of Colliding With Jet Skiers,2017-03-13
